Step 500: {'loss': 2.0758, 'grad_norm': 23.83847427368164, 'learning_rate': 3.897777777777778e-05, 'epoch': 0.2222222222222222}
Step 15700: {'loss': 1.6082, 'grad_norm': 8.453857421875, 'learning_rate': 8.605333333333334e-06, 'epoch': 0.6977777777777778}
Step 15800: {'loss': 1.6471, 'grad_norm': 7.816817283630371, 'learning_rate': 8.596444444444445e-06, 'epoch': 0.7022222222222222}
Step 15900: {'loss': 1.6287, 'grad_norm': 10.411517143249512, 'learning_rate': 8.587555555555557e-06, 'epoch': 0.7066666666666667}
Step 16000: {'loss': 1.6555, 'grad_norm': 9.99903678894043, 'learning_rate': 8.578666666666668e-06, 'epoch': 0.7111111111111111}
Step 16100: {'loss': 1.6513, 'grad_norm': 7.137473106384277, 'learning_rate': 8.569777777777778e-06, 'epoch': 0.7155555555555555}
Step 16200: {'loss': 1.6662, 'grad_norm': 9.68210506439209, 'learning_rate': 8.560888888888889e-06, 'epoch': 0.72}
Step 16300: {'loss': 1.6359, 'grad_norm': 9.617753028869629, 'learning_rate': 8.552e-06, 'epoch': 0.7244444444444444}
Step 16400: {'loss': 1.632, 'grad_norm': 6.820323467254639, 'learning_rate': 8.543111111111112e-06, 'epoch': 0.7288888888888889}
Step 16500: {'loss': 1.6578, 'grad_norm': 10.73631477355957, 'learning_rate': 8.534222222222223e-06, 'epoch': 0.7333333333333333}
Step 16600: {'loss': 1.6367, 'grad_norm': 7.06068754196167, 'learning_rate': 8.525333333333335e-06, 'epoch': 0.7377777777777778}
Step 16700: {'loss': 1.6374, 'grad_norm': 7.139745235443115, 'learning_rate': 8.516444444444444e-06, 'epoch': 0.7422222222222222}
Step 16800: {'loss': 1.6219, 'grad_norm': 10.950468063354492, 'learning_rate': 8.507555555555557e-06, 'epoch': 0.7466666666666667}
Step 16900: {'loss': 1.5976, 'grad_norm': 7.788507461547852, 'learning_rate': 8.498666666666667e-06, 'epoch': 0.7511111111111111}
Step 17000: {'loss': 1.6539, 'grad_norm': 8.566888809204102, 'learning_rate': 8.489777777777778e-06, 'epoch': 0.7555555555555555}
Step 17100: {'loss': 1.6026, 'grad_norm': 6.657455921173096, 'learning_rate': 8.48088888888889e-06, 'epoch': 0.76}
Step 17200: {'loss': 1.6371, 'grad_norm': 6.726129531860352, 'learning_rate': 8.47208888888889e-06, 'epoch': 0.7644444444444445}
Step 17300: {'loss': 1.6345, 'grad_norm': 9.021007537841797, 'learning_rate': 8.4632e-06, 'epoch': 0.7688888888888888}
Step 17400: {'loss': 1.6305, 'grad_norm': 8.984150886535645, 'learning_rate': 8.454311111111112e-06, 'epoch': 0.7733333333333333}
Step 17500: {'loss': 1.6333, 'grad_norm': 7.172377586364746, 'learning_rate': 8.445422222222223e-06, 'epoch': 0.7777777777777778}
Step 17600: {'loss': 1.6449, 'grad_norm': 7.673545837402344, 'learning_rate': 8.436533333333335e-06, 'epoch': 0.7822222222222223}
Step 17700: {'loss': 1.6271, 'grad_norm': 6.202629566192627, 'learning_rate': 8.427644444444444e-06, 'epoch': 0.7866666666666666}
Step 17800: {'loss': 1.6368, 'grad_norm': 7.6658477783203125, 'learning_rate': 8.418755555555557e-06, 'epoch': 0.7911111111111111}
Step 17900: {'loss': 1.6164, 'grad_norm': 6.899865627288818, 'learning_rate': 8.409866666666667e-06, 'epoch': 0.7955555555555556}
Step 18000: {'loss': 1.6345, 'grad_norm': 8.96827220916748, 'learning_rate': 8.400977777777779e-06, 'epoch': 0.8}
Step 18100: {'loss': 1.6232, 'grad_norm': 6.600774765014648, 'learning_rate': 8.39208888888889e-06, 'epoch': 0.8044444444444444}
Step 18200: {'loss': 1.6197, 'grad_norm': 6.6473917961120605, 'learning_rate': 8.3832e-06, 'epoch': 0.8088888888888889}
Step 18300: {'loss': 1.5936, 'grad_norm': 7.549502849578857, 'learning_rate': 8.374311111111113e-06, 'epoch': 0.8133333333333334}
Step 18400: {'loss': 1.6078, 'grad_norm': 8.4423828125, 'learning_rate': 8.365422222222222e-06, 'epoch': 0.8177777777777778}
Step 18500: {'loss': 1.6628, 'grad_norm': 6.629007816314697, 'learning_rate': 8.356533333333334e-06, 'epoch': 0.8222222222222222}
Step 18600: {'loss': 1.6375, 'grad_norm': 10.268714904785156, 'learning_rate': 8.347644444444445e-06, 'epoch': 0.8266666666666667}
Step 18700: {'loss': 1.6094, 'grad_norm': 8.607678413391113, 'learning_rate': 8.338755555555557e-06, 'epoch': 0.8311111111111111}
Step 18800: {'loss': 1.6411, 'grad_norm': 7.6094136238098145, 'learning_rate': 8.329866666666668e-06, 'epoch': 0.8355555555555556}
Step 18900: {'loss': 1.6523, 'grad_norm': 9.94395923614502, 'learning_rate': 8.32097777777778e-06, 'epoch': 0.84}
Step 19000: {'loss': 1.6344, 'grad_norm': 7.436761856079102, 'learning_rate': 8.312088888888889e-06, 'epoch': 0.8444444444444444}
Step 19100: {'loss': 1.6335, 'grad_norm': 6.486690998077393, 'learning_rate': 8.3032e-06, 'epoch': 0.8488888888888889}
Step 19200: {'loss': 1.6413, 'grad_norm': 8.458440780639648, 'learning_rate': 8.294311111111112e-06, 'epoch': 0.8533333333333334}
Step 19300: {'loss': 1.595, 'grad_norm': 7.614358901977539, 'learning_rate': 8.285422222222223e-06, 'epoch': 0.8577777777777778}
Step 19400: {'loss': 1.6075, 'grad_norm': 7.695815086364746, 'learning_rate': 8.276622222222223e-06, 'epoch': 0.8622222222222222}
Step 19500: {'loss': 1.6594, 'grad_norm': 5.950987815856934, 'learning_rate': 8.267733333333334e-06, 'epoch': 0.8666666666666667}
Step 19600: {'loss': 1.584, 'grad_norm': 6.752473831176758, 'learning_rate': 8.258844444444445e-06, 'epoch': 0.8711111111111111}
Step 19700: {'loss': 1.6583, 'grad_norm': 8.3783597946167, 'learning_rate': 8.249955555555557e-06, 'epoch': 0.8755555555555555}
Step 19800: {'loss': 1.5932, 'grad_norm': 9.332966804504395, 'learning_rate': 8.241066666666668e-06, 'epoch': 0.88}
Step 19900: {'loss': 1.6253, 'grad_norm': 8.672566413879395, 'learning_rate': 8.23217777777778e-06, 'epoch': 0.8844444444444445}
Step 20000: {'loss': 1.6206, 'grad_norm': 7.815343379974365, 'learning_rate': 8.223288888888889e-06, 'epoch': 0.8888888888888888}
Step 20100: {'loss': 1.6511, 'grad_norm': 8.190935134887695, 'learning_rate': 8.2144e-06, 'epoch': 0.8933333333333333}
Step 20200: {'loss': 1.595, 'grad_norm': 8.077916145324707, 'learning_rate': 8.205511111111112e-06, 'epoch': 0.8977777777777778}
Step 20300: {'loss': 1.6082, 'grad_norm': 8.664311408996582, 'learning_rate': 8.196622222222223e-06, 'epoch': 0.9022222222222223}
Step 20400: {'loss': 1.5958, 'grad_norm': 5.9335832595825195, 'learning_rate': 8.187733333333335e-06, 'epoch': 0.9066666666666666}
Step 20500: {'loss': 1.6367, 'grad_norm': 7.462915897369385, 'learning_rate': 8.178844444444444e-06, 'epoch': 0.9111111111111111}
Step 20600: {'loss': 1.625, 'grad_norm': 7.8472723960876465, 'learning_rate': 8.169955555555556e-06, 'epoch': 0.9155555555555556}
Step 20700: {'loss': 1.598, 'grad_norm': 7.444392681121826, 'learning_rate': 8.161066666666667e-06, 'epoch': 0.92}
Step 20800: {'loss': 1.6024, 'grad_norm': 7.220822811126709, 'learning_rate': 8.152177777777778e-06, 'epoch': 0.9244444444444444}
Step 20900: {'loss': 1.6026, 'grad_norm': 9.68114185333252, 'learning_rate': 8.14328888888889e-06, 'epoch': 0.9288888888888889}
Step 21000: {'loss': 1.6026, 'grad_norm': 6.617390155792236, 'learning_rate': 8.134400000000001e-06, 'epoch': 0.9333333333333333}
Step 21100: {'loss': 1.5902, 'grad_norm': 7.811330795288086, 'learning_rate': 8.125511111111111e-06, 'epoch': 0.9377777777777778}
Step 21200: {'loss': 1.5812, 'grad_norm': 6.562040328979492, 'learning_rate': 8.116622222222222e-06, 'epoch': 0.9422222222222222}
Step 21300: {'loss': 1.6306, 'grad_norm': 8.382641792297363, 'learning_rate': 8.107733333333334e-06, 'epoch': 0.9466666666666667}
Step 21400: {'loss': 1.6184, 'grad_norm': 7.373388290405273, 'learning_rate': 8.098844444444445e-06, 'epoch': 0.9511111111111111}
Step 21500: {'loss': 1.6409, 'grad_norm': 7.544788360595703, 'learning_rate': 8.089955555555556e-06, 'epoch': 0.9555555555555556}
Step 21600: {'loss': 1.6395, 'grad_norm': 7.320038318634033, 'learning_rate': 8.081066666666668e-06, 'epoch': 0.96}
Step 21700: {'loss': 1.592, 'grad_norm': 8.033020973205566, 'learning_rate': 8.07217777777778e-06, 'epoch': 0.9644444444444444}
Step 21800: {'loss': 1.5992, 'grad_norm': 6.521832466125488, 'learning_rate': 8.063288888888889e-06, 'epoch': 0.9688888888888889}
Step 21900: {'loss': 1.6386, 'grad_norm': 7.836426258087158, 'learning_rate': 8.0544e-06, 'epoch': 0.9733333333333334}
Step 22000: {'loss': 1.6123, 'grad_norm': 9.387101173400879, 'learning_rate': 8.045511111111112e-06, 'epoch': 0.9777777777777777}
Step 22100: {'loss': 1.5849, 'grad_norm': 8.025131225585938, 'learning_rate': 8.036622222222223e-06, 'epoch': 0.9822222222222222}
Step 22200: {'loss': 1.6017, 'grad_norm': 7.736831188201904, 'learning_rate': 8.027733333333334e-06, 'epoch': 0.9866666666666667}
Step 22300: {'loss': 1.6117, 'grad_norm': 7.7090840339660645, 'learning_rate': 8.018844444444444e-06, 'epoch': 0.9911111111111112}
Step 22400: {'loss': 1.6061, 'grad_norm': 8.107121467590332, 'learning_rate': 8.009955555555556e-06, 'epoch': 0.9955555555555555}
Step 22500: {'loss': 1.6409, 'grad_norm': 6.659148216247559, 'learning_rate': 8.001066666666667e-06, 'epoch': 1.0}
Step 22600: {'loss': 1.5982, 'grad_norm': 7.932631492614746, 'learning_rate': 7.992177777777778e-06, 'epoch': 1.0044444444444445}
Step 22700: {'loss': 1.5532, 'grad_norm': 7.146259784698486, 'learning_rate': 7.98328888888889e-06, 'epoch': 1.008888888888889}
Step 22800: {'loss': 1.5884, 'grad_norm': 5.4986491203308105, 'learning_rate': 7.974400000000001e-06, 'epoch': 1.0133333333333334}
Step 22900: {'loss': 1.5923, 'grad_norm': 5.687443733215332, 'learning_rate': 7.96551111111111e-06, 'epoch': 1.0177777777777777}
Step 23000: {'loss': 1.5722, 'grad_norm': 6.1999101638793945, 'learning_rate': 7.956622222222224e-06, 'epoch': 1.0222222222222221}
Step 23100: {'loss': 1.6086, 'grad_norm': 6.785337924957275, 'learning_rate': 7.947733333333334e-06, 'epoch': 1.0266666666666666}
Step 23200: {'loss': 1.6115, 'grad_norm': 6.401342391967773, 'learning_rate': 7.938844444444445e-06, 'epoch': 1.031111111111111}
Step 23300: {'loss': 1.5817, 'grad_norm': 6.894389629364014, 'learning_rate': 7.929955555555556e-06, 'epoch': 1.0355555555555556}
Step 23400: {'loss': 1.5786, 'grad_norm': 8.28018569946289, 'learning_rate': 7.921155555555556e-06, 'epoch': 1.04}
Step 23500: {'loss': 1.595, 'grad_norm': 6.259400844573975, 'learning_rate': 7.912266666666667e-06, 'epoch': 1.0444444444444445}
Step 23600: {'loss': 1.5762, 'grad_norm': 8.374893188476562, 'learning_rate': 7.903377777777778e-06, 'epoch': 1.048888888888889}
Step 23700: {'loss': 1.5882, 'grad_norm': 8.769479751586914, 'learning_rate': 7.89448888888889e-06, 'epoch': 1.0533333333333332}
Step 23800: {'loss': 1.6177, 'grad_norm': 7.0068888664245605, 'learning_rate': 7.885600000000001e-06, 'epoch': 1.0577777777777777}
Step 23900: {'loss': 1.6018, 'grad_norm': 6.643163681030273, 'learning_rate': 7.876711111111111e-06, 'epoch': 1.0622222222222222}
Step 24000: {'loss': 1.6197, 'grad_norm': 8.110276222229004, 'learning_rate': 7.867822222222224e-06, 'epoch': 1.0666666666666667}
Step 24100: {'loss': 1.575, 'grad_norm': 6.689886093139648, 'learning_rate': 7.858933333333334e-06, 'epoch': 1.0711111111111111}
Step 24200: {'loss': 1.5652, 'grad_norm': 7.614892959594727, 'learning_rate': 7.850133333333335e-06, 'epoch': 1.0755555555555556}
Step 24300: {'loss': 1.5771, 'grad_norm': 6.388031959533691, 'learning_rate': 7.841244444444444e-06, 'epoch': 1.08}
Step 24400: {'loss': 1.5989, 'grad_norm': 9.326695442199707, 'learning_rate': 7.832355555555556e-06, 'epoch': 1.0844444444444445}
Step 24500: {'loss': 1.5906, 'grad_norm': 6.254749298095703, 'learning_rate': 7.823466666666667e-06, 'epoch': 1.0888888888888888}
Step 24600: {'loss': 1.5477, 'grad_norm': 7.425785064697266, 'learning_rate': 7.814577777777779e-06, 'epoch': 1.0933333333333333}
Step 24700: {'loss': 1.6216, 'grad_norm': 6.93689489364624, 'learning_rate': 7.80568888888889e-06, 'epoch': 1.0977777777777777}
Step 24800: {'loss': 1.597, 'grad_norm': 7.174461364746094, 'learning_rate': 7.796800000000001e-06, 'epoch': 1.1022222222222222}
Step 24900: {'loss': 1.6026, 'grad_norm': 6.8939313888549805, 'learning_rate': 7.787911111111111e-06, 'epoch': 1.1066666666666667}
Step 25000: {'loss': 1.564, 'grad_norm': 6.861616611480713, 'learning_rate': 7.779022222222224e-06, 'epoch': 1.1111111111111112}
Step 25100: {'loss': 1.5875, 'grad_norm': 7.641388893127441, 'learning_rate': 7.770133333333334e-06, 'epoch': 1.1155555555555556}
Step 25200: {'loss': 1.5833, 'grad_norm': 7.865501880645752, 'learning_rate': 7.761244444444445e-06, 'epoch': 1.12}
Step 25300: {'loss': 1.5957, 'grad_norm': 7.109558582305908, 'learning_rate': 7.752355555555557e-06, 'epoch': 1.1244444444444444}
Step 25400: {'loss': 1.5951, 'grad_norm': 7.107778549194336, 'learning_rate': 7.743466666666666e-06, 'epoch': 1.1288888888888888}
Step 25500: {'loss': 1.5898, 'grad_norm': 6.820830821990967, 'learning_rate': 7.73457777777778e-06, 'epoch': 1.1333333333333333}
Step 25600: {'loss': 1.5905, 'grad_norm': 6.92511510848999, 'learning_rate': 7.725688888888889e-06, 'epoch': 1.1377777777777778}
Step 25700: {'loss': 1.624, 'grad_norm': 8.571768760681152, 'learning_rate': 7.7168e-06, 'epoch': 1.1422222222222222}
Step 25800: {'loss': 1.6336, 'grad_norm': 6.309203147888184, 'learning_rate': 7.707911111111112e-06, 'epoch': 1.1466666666666667}
Step 25900: {'loss': 1.605, 'grad_norm': 7.88905668258667, 'learning_rate': 7.699022222222223e-06, 'epoch': 1.1511111111111112}
Step 26000: {'loss': 1.5872, 'grad_norm': 8.97355842590332, 'learning_rate': 7.690133333333335e-06, 'epoch': 1.1555555555555554}
Step 26100: {'loss': 1.5659, 'grad_norm': 7.422603130340576, 'learning_rate': 7.681244444444446e-06, 'epoch': 1.16}
Step 26200: {'loss': 1.6106, 'grad_norm': 6.681830406188965, 'learning_rate': 7.672355555555556e-06, 'epoch': 1.1644444444444444}
Step 26300: {'loss': 1.5434, 'grad_norm': 7.6613287925720215, 'learning_rate': 7.663555555555557e-06, 'epoch': 1.1688888888888889}
Step 26400: {'loss': 1.5475, 'grad_norm': 7.962862014770508, 'learning_rate': 7.654666666666666e-06, 'epoch': 1.1733333333333333}
Step 26500: {'loss': 1.5734, 'grad_norm': 6.370100975036621, 'learning_rate': 7.64577777777778e-06, 'epoch': 1.1777777777777778}
Step 26600: {'loss': 1.5713, 'grad_norm': 8.556066513061523, 'learning_rate': 7.636888888888889e-06, 'epoch': 1.1822222222222223}
Step 26700: {'loss': 1.5863, 'grad_norm': 5.866230010986328, 'learning_rate': 7.628000000000001e-06, 'epoch': 1.1866666666666668}
Step 26800: {'loss': 1.5814, 'grad_norm': 7.438526630401611, 'learning_rate': 7.619111111111112e-06, 'epoch': 1.1911111111111112}
Step 26900: {'loss': 1.578, 'grad_norm': 7.702383041381836, 'learning_rate': 7.610222222222223e-06, 'epoch': 1.1955555555555555}
Step 27000: {'loss': 1.5713, 'grad_norm': 9.642817497253418, 'learning_rate': 7.601333333333334e-06, 'epoch': 1.2}
Step 27100: {'loss': 1.5731, 'grad_norm': 5.6157307624816895, 'learning_rate': 7.592444444444446e-06, 'epoch': 1.2044444444444444}
Step 27200: {'loss': 1.6198, 'grad_norm': 7.1586012840271, 'learning_rate': 7.5835555555555566e-06, 'epoch': 1.208888888888889}
Step 27300: {'loss': 1.5852, 'grad_norm': 6.425991535186768, 'learning_rate': 7.574666666666667e-06, 'epoch': 1.2133333333333334}
Step 27400: {'loss': 1.6167, 'grad_norm': 6.6092848777771, 'learning_rate': 7.5657777777777785e-06, 'epoch': 1.2177777777777778}
Step 27500: {'loss': 1.5545, 'grad_norm': 6.2680511474609375, 'learning_rate': 7.556888888888889e-06, 'epoch': 1.2222222222222223}
Step 27600: {'loss': 1.5651, 'grad_norm': 8.78457260131836, 'learning_rate': 7.548000000000001e-06, 'epoch': 1.2266666666666666}
Step 27700: {'loss': 1.5818, 'grad_norm': 6.5936479568481445, 'learning_rate': 7.539111111111112e-06, 'epoch': 1.231111111111111}
Step 27800: {'loss': 1.6, 'grad_norm': 7.897549629211426, 'learning_rate': 7.530222222222223e-06, 'epoch': 1.2355555555555555}
Step 27900: {'loss': 1.5867, 'grad_norm': 8.465332984924316, 'learning_rate': 7.521333333333334e-06, 'epoch': 1.24}
Step 28000: {'loss': 1.5562, 'grad_norm': 5.552760601043701, 'learning_rate': 7.512444444444446e-06, 'epoch': 1.2444444444444445}
Step 28100: {'loss': 1.5688, 'grad_norm': 6.7730937004089355, 'learning_rate': 7.5035555555555565e-06, 'epoch': 1.248888888888889}
Step 28200: {'loss': 1.5848, 'grad_norm': 7.173166751861572, 'learning_rate': 7.494666666666667e-06, 'epoch': 1.2533333333333334}
Step 28300: {'loss': 1.55, 'grad_norm': 7.592113494873047, 'learning_rate': 7.485777777777778e-06, 'epoch': 1.2577777777777777}
Step 28400: {'loss': 1.5817, 'grad_norm': 6.1944355964660645, 'learning_rate': 7.476888888888889e-06, 'epoch': 1.2622222222222224}
Step 28500: {'loss': 1.5578, 'grad_norm': 7.807333469390869, 'learning_rate': 7.468000000000001e-06, 'epoch': 1.2666666666666666}
Step 28600: {'loss': 1.5804, 'grad_norm': 6.674444675445557, 'learning_rate': 7.459111111111112e-06, 'epoch': 1.271111111111111}
Step 28700: {'loss': 1.6111, 'grad_norm': 5.766730785369873, 'learning_rate': 7.450222222222223e-06, 'epoch': 1.2755555555555556}
Step 28800: {'loss': 1.552, 'grad_norm': 6.227319240570068, 'learning_rate': 7.441333333333334e-06, 'epoch': 1.28}
Step 28900: {'loss': 1.5889, 'grad_norm': 6.967386722564697, 'learning_rate': 7.432444444444446e-06, 'epoch': 1.2844444444444445}
Step 29000: {'loss': 1.5652, 'grad_norm': 7.051300048828125, 'learning_rate': 7.423555555555556e-06, 'epoch': 1.2888888888888888}
Step 29100: {'loss': 1.5643, 'grad_norm': 6.620711803436279, 'learning_rate': 7.414755555555556e-06, 'epoch': 1.2933333333333334}
Step 29200: {'loss': 1.5509, 'grad_norm': 6.74252986907959, 'learning_rate': 7.405866666666667e-06, 'epoch': 1.2977777777777777}
Step 29300: {'loss': 1.5553, 'grad_norm': 5.365945339202881, 'learning_rate': 7.3969777777777785e-06, 'epoch': 1.3022222222222222}
Step 29400: {'loss': 1.5914, 'grad_norm': 6.520283222198486, 'learning_rate': 7.388088888888889e-06, 'epoch': 1.3066666666666666}
Step 29500: {'loss': 1.6039, 'grad_norm': 6.955718994140625, 'learning_rate': 7.3792000000000004e-06, 'epoch': 1.3111111111111111}
Step 29600: {'loss': 1.5875, 'grad_norm': 8.127215385437012, 'learning_rate': 7.370311111111112e-06, 'epoch': 1.3155555555555556}
Step 29700: {'loss': 1.5699, 'grad_norm': 5.897741794586182, 'learning_rate': 7.361422222222223e-06, 'epoch': 1.32}
Step 29800: {'loss': 1.5842, 'grad_norm': 6.550039768218994, 'learning_rate': 7.352533333333334e-06, 'epoch': 1.3244444444444445}
Step 29900: {'loss': 1.5728, 'grad_norm': 6.0433526039123535, 'learning_rate': 7.343644444444445e-06, 'epoch': 1.3288888888888888}
Step 30000: {'loss': 1.5829, 'grad_norm': 6.584390640258789, 'learning_rate': 7.334755555555556e-06, 'epoch': 1.3333333333333333}
Step 30100: {'loss': 1.6131, 'grad_norm': 5.653693199157715, 'learning_rate': 7.325866666666668e-06, 'epoch': 1.3377777777777777}
Step 30200: {'loss': 1.5999, 'grad_norm': 6.434367656707764, 'learning_rate': 7.3169777777777784e-06, 'epoch': 1.3422222222222222}
Step 30300: {'loss': 1.5595, 'grad_norm': 6.658377170562744, 'learning_rate': 7.308088888888889e-06, 'epoch': 1.3466666666666667}
Step 30400: {'loss': 1.5649, 'grad_norm': 9.357048034667969, 'learning_rate': 7.2992e-06, 'epoch': 1.3511111111111112}
Step 30500: {'loss': 1.5559, 'grad_norm': 5.666801452636719, 'learning_rate': 7.290311111111112e-06, 'epoch': 1.3555555555555556}
Step 30600: {'loss': 1.564, 'grad_norm': 6.70497989654541, 'learning_rate': 7.281422222222223e-06, 'epoch': 1.3599999999999999}
Step 30700: {'loss': 1.5569, 'grad_norm': 6.274736404418945, 'learning_rate': 7.272533333333334e-06, 'epoch': 1.3644444444444446}
Step 30800: {'loss': 1.5487, 'grad_norm': 9.971829414367676, 'learning_rate': 7.263644444444445e-06, 'epoch': 1.3688888888888888}
Step 30900: {'loss': 1.5666, 'grad_norm': 6.322424411773682, 'learning_rate': 7.254755555555556e-06, 'epoch': 1.3733333333333333}
Step 31000: {'loss': 1.5603, 'grad_norm': 6.814370155334473, 'learning_rate': 7.245866666666668e-06, 'epoch': 1.3777777777777778}
Step 31100: {'loss': 1.6229, 'grad_norm': 6.601344585418701, 'learning_rate': 7.236977777777778e-06, 'epoch': 1.3822222222222222}
Step 31200: {'loss': 1.5835, 'grad_norm': 6.827740669250488, 'learning_rate': 7.228088888888889e-06, 'epoch': 1.3866666666666667}
Step 31300: {'loss': 1.578, 'grad_norm': 7.558791160583496, 'learning_rate': 7.2192e-06, 'epoch': 1.3911111111111112}
Step 31400: {'loss': 1.5725, 'grad_norm': 5.217653751373291, 'learning_rate': 7.210311111111112e-06, 'epoch': 1.3955555555555557}
Step 31500: {'loss': 1.54, 'grad_norm': 6.986949920654297, 'learning_rate': 7.201422222222223e-06, 'epoch': 1.4}
Step 31600: {'loss': 1.5485, 'grad_norm': 5.91647481918335, 'learning_rate': 7.1925333333333336e-06, 'epoch': 1.4044444444444444}
Step 31700: {'loss': 1.5616, 'grad_norm': 5.266974449157715, 'learning_rate': 7.183644444444445e-06, 'epoch': 1.4088888888888889}
Step 31800: {'loss': 1.6096, 'grad_norm': 7.154858589172363, 'learning_rate': 7.1747555555555555e-06, 'epoch': 1.4133333333333333}
Step 31900: {'loss': 1.5662, 'grad_norm': 6.170751094818115, 'learning_rate': 7.165866666666668e-06, 'epoch': 1.4177777777777778}
Step 32000: {'loss': 1.5553, 'grad_norm': 7.136101245880127, 'learning_rate': 7.156977777777778e-06, 'epoch': 1.4222222222222223}
Step 32100: {'loss': 1.5281, 'grad_norm': 5.539132595062256, 'learning_rate': 7.14808888888889e-06, 'epoch': 1.4266666666666667}
Step 32200: {'loss': 1.5778, 'grad_norm': 6.943672180175781, 'learning_rate': 7.1392e-06, 'epoch': 1.431111111111111}
Step 32300: {'loss': 1.5545, 'grad_norm': 6.080425262451172, 'learning_rate': 7.1303111111111116e-06, 'epoch': 1.4355555555555555}
Step 32400: {'loss': 1.5425, 'grad_norm': 5.968753814697266, 'learning_rate': 7.121422222222223e-06, 'epoch': 1.44}
Step 32500: {'loss': 1.55, 'grad_norm': 6.38734769821167, 'learning_rate': 7.1125333333333335e-06, 'epoch': 1.4444444444444444}
Step 32600: {'loss': 1.5813, 'grad_norm': 4.33803129196167, 'learning_rate': 7.103644444444445e-06, 'epoch': 1.448888888888889}
Step 32700: {'loss': 1.5106, 'grad_norm': 8.313152313232422, 'learning_rate': 7.094755555555555e-06, 'epoch': 1.4533333333333334}
Step 32800: {'loss': 1.5777, 'grad_norm': 6.967814922332764, 'learning_rate': 7.085955555555556e-06, 'epoch': 1.4577777777777778}
Step 32900: {'loss': 1.5416, 'grad_norm': 6.239413261413574, 'learning_rate': 7.077066666666668e-06, 'epoch': 1.462222222222222}
Step 33000: {'loss': 1.56, 'grad_norm': 6.497992992401123, 'learning_rate': 7.068177777777778e-06, 'epoch': 1.4666666666666668}
Step 33100: {'loss': 1.5323, 'grad_norm': 6.4183149337768555, 'learning_rate': 7.05928888888889e-06, 'epoch': 1.471111111111111}
Step 33200: {'loss': 1.5456, 'grad_norm': 5.3181257247924805, 'learning_rate': 7.0504e-06, 'epoch': 1.4755555555555555}
Step 33300: {'loss': 1.5484, 'grad_norm': 5.739299297332764, 'learning_rate': 7.041511111111111e-06, 'epoch': 1.48}
Step 33400: {'loss': 1.5562, 'grad_norm': 6.727297306060791, 'learning_rate': 7.032622222222223e-06, 'epoch': 1.4844444444444445}
Step 33500: {'loss': 1.5787, 'grad_norm': 6.157293796539307, 'learning_rate': 7.023733333333334e-06, 'epoch': 1.488888888888889}
Step 33600: {'loss': 1.6031, 'grad_norm': 5.88239049911499, 'learning_rate': 7.014844444444445e-06, 'epoch': 1.4933333333333334}
Step 33700: {'loss': 1.5574, 'grad_norm': 6.434669494628906, 'learning_rate': 7.0059555555555555e-06, 'epoch': 1.4977777777777779}
Step 33800: {'loss': 1.5588, 'grad_norm': 5.680057048797607, 'learning_rate': 6.997066666666668e-06, 'epoch': 1.5022222222222221}
Step 33900: {'loss': 1.559, 'grad_norm': 7.05838680267334, 'learning_rate': 6.988177777777778e-06, 'epoch': 1.5066666666666668}
Step 34000: {'loss': 1.539, 'grad_norm': 7.737556457519531, 'learning_rate': 6.97928888888889e-06, 'epoch': 1.511111111111111}
Step 34100: {'loss': 1.5851, 'grad_norm': 8.207597732543945, 'learning_rate': 6.9704e-06, 'epoch': 1.5155555555555555}
Step 34200: {'loss': 1.561, 'grad_norm': 6.0109171867370605, 'learning_rate': 6.9615111111111124e-06, 'epoch': 1.52}
Step 34300: {'loss': 1.585, 'grad_norm': 7.500855922698975, 'learning_rate': 6.952622222222223e-06, 'epoch': 1.5244444444444445}
Step 34400: {'loss': 1.5403, 'grad_norm': 7.488315105438232, 'learning_rate': 6.9437333333333335e-06, 'epoch': 1.528888888888889}
Step 34500: {'loss': 1.5501, 'grad_norm': 5.369443416595459, 'learning_rate': 6.934844444444445e-06, 'epoch': 1.5333333333333332}
Step 34600: {'loss': 1.5545, 'grad_norm': 5.619010925292969, 'learning_rate': 6.9259555555555554e-06, 'epoch': 1.537777777777778}
Step 34700: {'loss': 1.5773, 'grad_norm': 7.500516414642334, 'learning_rate': 6.917066666666668e-06, 'epoch': 1.5422222222222222}
Step 34800: {'loss': 1.5823, 'grad_norm': 7.055943965911865, 'learning_rate': 6.908177777777778e-06, 'epoch': 1.5466666666666666}
Step 34900: {'loss': 1.525, 'grad_norm': 6.805295944213867, 'learning_rate': 6.89928888888889e-06, 'epoch': 1.551111111111111}
Step 35000: {'loss': 1.5738, 'grad_norm': 7.62284517288208, 'learning_rate': 6.8904e-06, 'epoch': 1.5555555555555556}
Step 35100: {'loss': 1.5565, 'grad_norm': 8.081843376159668, 'learning_rate': 6.881511111111112e-06, 'epoch': 1.56}
Step 35200: {'loss': 1.5247, 'grad_norm': 7.289237976074219, 'learning_rate': 6.872622222222223e-06, 'epoch': 1.5644444444444443}
Step 35300: {'loss': 1.5626, 'grad_norm': 6.2406325340271, 'learning_rate': 6.8637333333333334e-06, 'epoch': 1.568888888888889}
Step 35400: {'loss': 1.5523, 'grad_norm': 6.458880424499512, 'learning_rate': 6.854844444444445e-06, 'epoch': 1.5733333333333333}
